stationId,stationName,stationLatitude,stationLongitude,parkingQRBikeCnt,parkingELECBikeCnt,parkingTotBikeCnt
ST-721,2129. 낙성대 과학전시관,37.46905518,126.95814514,0.0,1.0,1.0
ST-722,2130. 영어마을 관악캠프,37.47198868,126.95842743,0.0,0.0,0.0
ST-723,2137. KT&G 관악지점,37.48490143,126.93653107,1.0,0.0,1.0
ST-951,2139. 서울신성초등학교,37.4711647,126.93701935,0.0,0.0,0.0
ST-724,2140. 신림1교 교차로,37.47842789,126.93186188,12.0,5.0,17.0
ST-885,2141. 미림여고입구 교차로,37.47229385,126.93341064,2.0,0.0,2.0
ST-886,2143. 서울산업정보학교,37.4706955,126.94219971,1.0,0.0,1.0
ST-709,2144. 난우길입구,37.47777557,126.91675568,24.0,6.0,30.0
ST-725,2145. 은천초등학교 육교,37.48635864,126.9429245,3.0,0.0,3.0
ST-887,2148. 낙성대역 3번출구 뒤,37.47702789,126.96339417,2.0,0.0,2.0
ST-952,2156. 신림푸르지오아파트,37.48072052,126.90932465,10.0,2.0,12.0
ST-1156,2159. 인헌초교,37.47509003,126.95922852,1.0,0.0,1.0
ST-1259,2164. 관악우체국,37.48476791,126.93287659,8.0,2.0,10.0
ST-1260,2165. JK장평타워,37.47648239,126.96536255,2.0,0.0,2.0
ST-1262,2167. 낙성대역 1번출구,37.47629547,126.96495819,1.0,0.0,1.0
ST-1264,2169. 봉천역 2번출구,37.48218918,126.94213104,4.0,6.0,10.0
ST-1265,2170. 조원동 강남힐병원,37.48152924,126.91203308,19.0,4.0,23.0
ST-1337,2171. 서울대입구역 5번출구,37.48154831,126.95200348,3.0,2.0,5.0
ST-1267,2172. 나들목공원,37.46940613,126.94451141,5.0,0.0,5.0
ST-1268,2173. 당곡사거리,37.48974991,126.92746735,6.0,5.0,11.0
ST-1269,2174. 삼성디지털프라자관악점,37.48856354,126.92848206,0.0,0.0,0.0
ST-1270,2175. 신림동걷고싶은문화의거리입구,37.48730087,126.92870331,12.0,5.0,17.0
ST-1357,2176. 보라매공원 보도육교,37.48899078,126.91638184,31.0,1.0,32.0
ST-1546,2177. 신대방역 2번 출구,37.48712921,126.91301727,25.0,0.0,25.0
ST-1547,2178. 서울대학교 정문,37.46709442,126.94932556,0.0,0.0,0.0
ST-1548,2179. 양녕로 입구,37.48218918,126.94615936,3.0,5.0,8.0
ST-1678,2183. 동방1교,37.47182846,126.93392181,4.0,1.0,5.0
ST-1702,2184. 구암초등학교 버스정류장,37.48949051,126.94592285,0.0,1.0,1.0
ST-1757,2185. 대학동 고시촌,37.47046661,126.93865204,3.0,0.0,3.0
ST-2370,2186. 낙성대입구삼거리,37.4788208,126.95960999,2.0,3.0,5.0
ST-2371,2187. 현대시장사거리,37.4867363,126.9475174,0.0,1.0,1.0
ST-2373,2189. 봉천역 4번출구,37.48275375,126.94140625,3.0,2.0,5.0
ST-2374,2190.도원맨션,37.48368835,126.93915558,1.0,3.0,4.0
ST-2375,2191.대학동주민센터 ,37.47068787,126.93648529,2.0,0.0,2.0
ST-2379,2195.은천교회,37.48464584,126.93450928,12.0,1.0,13.0
ST-2380,2196. 봉천역 3번출구,37.4833107,126.93902588,17.0,6.0,23.0
ST-2382,2198.사랑의병원,37.47946548,126.95693207,1.0,1.0,2.0
ST-2383,2199.신봉천주유소 A,37.47877121,126.95869446,0.0,0.0,0.0
ST-741,2201. 본마을 정류소 앞,37.4532814,127.05148315,0.0,2.0,2.0
ST-742,2202.청계산입구역 1번출구,37.44893646,127.05437469,6.0,0.0,6.0
ST-925,2203. 청계산입구역 2번출구,37.44765854,127.05501556,1.0,0.0,1.0
ST-743,2205. 내곡3단지 어린이공원 앞,37.45375061,127.05937958,12.0,3.0,15.0
ST-744,2206. 언남초등학교 앞,37.45435715,127.06210327,2.0,3.0,5.0
ST-926,2207. 내곡파출소 뒤 정자,37.45440674,127.06492615,7.0,0.0,7.0
ST-745,2210. 반포1동 주민센터 앞,37.50509644,127.0131073,4.0,4.0,8.0
ST-927,2211. 서초구립반포도서관 앞,37.50263596,127.01231384,4.0,4.0,8.0
ST-746,2212.서초현대4차아파트 201동 맞은편,37.50065231,127.01861572,15.0,5.0,20.0
ST-747,2213. 고속터미널역 5번출구 앞,37.5022316,127.0022583,2.0,5.0,7.0
ST-748,2214. 신반포역 2번출구 앞,37.50411606,126.99748993,12.0,15.0,27.0
ST-928,2215. 반포종합운동장 입구,37.5017128,126.99547577,16.0,8.0,24.0
ST-749,2217.아크로리버뷰 부지 앞,37.51304626,127.00595856,8.0,2.0,10.0
ST-750,"2219. 고속터미널역 8-1번, 8-2번 출구 사이",37.50619888,127.0039444,7.0,2.0,9.0
ST-752,2221. 방일초교 마을버스 정류장,37.48561096,126.99468231,19.0,4.0,23.0
ST-753,2222.사당역 12번출구 뒤,37.47806931,126.98203278,16.0,5.0,21.0
ST-754,2223. 방배래미안 정문 앞,37.47261047,126.98300934,6.0,1.0,7.0
ST-755,2225.백석예술대학교 제3캠퍼스 앞,37.4737587,126.99524689,0.0,0.0,0.0
ST-756,2226. 신동아럭스빌아파트 앞,37.47518158,127.00138855,0.0,0.0,0.0
ST-757,2227.방배열린문화센터 앞,37.48905182,126.99252319,25.0,2.0,27.0
ST-758,2228.뒷벌공원 옆,37.48976898,126.986763,11.0,1.0,12.0
ST-759,2229.로고스교회 맞은 편,37.48701096,126.98496246,8.0,3.0,11.0
ST-760,2230.이수역 4번 출구,37.4858284,126.98262787,11.0,0.0,11.0
ST-761,2231. 삼성타운(삼성생명) A동 맞은편,37.49691391,127.02496338,11.0,6.0,17.0
ST-762,2233. 서초신동아1차아파트 옆,37.49111176,127.02295685,0.0,6.0,6.0
ST-763,2235.KT 서초지사 앞,37.48215866,127.00270081,1.0,0.0,1.0
ST-764,2237.서울남부터미널 대합실 입구,37.48455811,127.01486969,1.0,1.0,2.0
ST-765,2239.교대역 6번출구,37.49421692,127.01378632,2.0,2.0,4.0
ST-766,2241.양재전화국 사거리,37.48537827,127.04170227,1.0,1.0,2.0
ST-767,2242.양재역 11번 출구 앞,37.48398972,127.03417969,0.0,0.0,0.0
ST-768,2243.서울가정법원,37.48149109,127.03672791,11.0,0.0,11.0
ST-769,2244.교육개발원입구 교차로,37.47785187,127.03890991,8.0,15.0,23.0
ST-770,2245.양재초등학교 맞은편,37.47361374,127.03050995,15.0,22.0,37.0
ST-889,2246. 서울시 품질시험소 앞,37.46920013,127.02900696,6.0,2.0,8.0
ST-771,2247.섬들근린공원,37.46263885,127.02661896,22.0,6.0,28.0
ST-929,2248. 서초리슈빌S 글로벌 앞,37.45995331,127.02474213,2.0,0.0,2.0
ST-880,2249. 우솔초등학교 맞은편,37.45623398,127.01934814,6.0,11.0,17.0
ST-881,2250. 서초유치원 맞은편,37.4557991,127.01628876,0.0,4.0,4.0
ST-781,2251. 더케이호텔 입구(양재2) ,37.46750641,127.03447723,4.0,5.0,9.0
ST-890,2252. 잔디마을 마을버스 정류장,37.46332169,127.03604126,7.0,0.0,7.0
ST-772,2255. 양재시민의숲역 1번출구,37.47016525,127.03862,7.0,1.0,8.0
ST-773,2256.양재동 꽃시장 입구,37.46768951,127.0403595,0.0,0.0,0.0
ST-774,2257. 청계산 입구 삼거리,37.46268845,127.04611206,1.0,0.0,1.0
ST-775,2258.구룡사 삼거리,37.47153854,127.05059052,0.0,0.0,0.0
ST-780,2259. 잠원역 3번-4번 출구사이 ,37.51298904,127.01117706,23.0,7.0,30.0
ST-776,2262. 한신16차아파트 119동 앞,37.5161972,127.00920868,34.0,6.0,40.0
ST-879,2263. 바우뫼문화복지회관,37.47192764,127.02684021,1.0,0.0,1.0
ST-935,2264. 이수역 1번출구,37.48897171,126.98271942,17.0,3.0,20.0
ST-949,2265. 이수고가차도 남단,37.49474335,126.98306274,18.0,1.0,19.0
ST-1158,2266. 서초역 3번출구,37.49053955,127.00816345,7.0,0.0,7.0
ST-1160,2268. 서초4동주민센터 ,37.50231934,127.0222702,3.0,0.0,3.0
ST-1161,2269. 주홍교 하부,37.51034927,127.01605225,4.0,8.0,12.0
ST-1162,2270. 서초포레스타 7단지,37.44896698,127.05773926,0.0,2.0,2.0
ST-1163,2271. 내방역 8번출구 앞,37.48802185,126.99411774,8.0,7.0,15.0
ST-1164,2272. 교대입구 교차로,37.4873085,127.01058197,1.0,4.0,5.0
ST-1165,2273. 일동제약 사거리,37.47782898,127.03826904,5.0,5.0,10.0
ST-1166,2274. 양재시민의숲역 3번출구,37.46965027,127.03961182,2.0,0.0,2.0
ST-1167,2275. 염곡치안센터 건너편,37.46149445,127.04907227,7.0,0.0,7.0
ST-1168,2276. 영동1교 (양재천근린공원),37.47438812,127.03890228,1.0,3.0,4.0
ST-1169,2277. 길마중4교 하부,37.51483917,127.01560211,20.0,6.0,26.0
ST-1305,2279. 교대역 5번출구뒤,37.49361801,127.01418304,1.0,11.0,12.0
ST-1306,2280. 서울서초고용센터앞,37.48416138,127.01097107,0.0,0.0,0.0
ST-1307,2281. 연세사랑병원신관앞,37.47597885,126.98628235,1.0,0.0,1.0
ST-1309,2283. 그룹한빌딩옆,37.48652649,126.98916626,6.0,3.0,9.0
ST-1310,2284. CJ오쇼핑앞,37.4681015,126.98680115,3.0,2.0,5.0
ST-1311,2285. LH서초3단지 301동 맞은편,37.45742416,127.02265167,7.0,5.0,12.0
ST-1312,2286. 탑성마을입구,37.4585495,127.05588531,0.0,0.0,0.0
ST-1313,2287. 능안마을입구,37.45561981,127.06710052,4.0,0.0,4.0
ST-1314,2288. 안골마을입구,37.45560837,127.06445312,5.0,0.0,5.0
ST-1315,2289. 남태령역 2번출구,37.46429825,126.98852539,0.0,0.0,0.0
ST-1360,2293. SPC 앞,37.48479843,127.03699493,1.0,1.0,2.0
ST-1361,2294. 두상빌딩 앞,37.47590637,127.04624176,0.0,11.0,11.0
ST-1404,2297. 남부터미널역 1번출구,37.485672,127.01592255,2.0,1.0,3.0
ST-1406,2299. 한전아트센터 앞,37.48646927,127.02806091,0.0,0.0,0.0
ST-777,2301. 현대고등학교 건너편,37.52407074,127.02178955,3.0,2.0,5.0
ST-787,2302. 교보타워 버스정류장(신논현역 3번출구 후면),37.5055809,127.02427673,1.0,2.0,3.0
ST-788,2303. 논현역 10번출구,37.51137161,127.02146149,2.0,1.0,3.0
ST-789,2304. 대현그린타워,37.5116272,127.03565216,0.0,0.0,0.0
ST-790,2305. MCM 본사 직영점 앞,37.52064133,127.03450775,3.0,4.0,7.0
ST-791,2306. 압구정역 2번 출구 옆,37.5271225,127.02871704,1.0,1.0,2.0
ST-792,2307. 압구정 한양 3차 아파트,37.52838135,127.03901672,0.0,0.0,0.0
ST-793,2308. 압구정파출소 앞,37.52930069,127.03559875,2.0,0.0,2.0
ST-783,2309. 청담역(우리들병원 앞),37.51890182,127.04938507,0.0,0.0,0.0
ST-794,2310. 청담동 맥도날드 옆(위치),37.52361298,127.04017639,1.0,2.0,3.0
ST-786,2311. 학동로 래미안 아파트 앞,37.51777267,127.04302216,0.0,0.0,0.0
ST-795,2312. 청담역 13번 출구 앞,37.52058029,127.05632782,3.0,0.0,3.0
ST-796,2313. 금원빌딩 앞,37.52511597,127.05246735,2.0,0.0,2.0
ST-798,2314. 청담나들목입구,37.52101517,127.06015015,9.0,2.0,11.0
ST-799,2315. 봉은사역 5번출구 옆,37.51424789,127.06111908,2.0,3.0,5.0
ST-801,2318. 삼성중앙역4번출구(문화센터더 리빌),37.51357651,127.05503082,0.0,1.0,1.0
ST-802,2319. 포스코사거리 서측(수협 삼성동 지점),37.50660706,127.05467987,2.0,1.0,3.0
ST-803,2320. 도곡역 대치지구대 방향,37.4919281,127.05696869,12.0,4.0,16.0
ST-804,2321. 학여울역 사거리,37.49611664,127.06944275,13.0,10.0,23.0
ST-806,2323. 주식회사 오뚜기 정문 앞,37.50221252,127.06720734,9.0,2.0,11.0
ST-807,2324. 천주교 대치 2동 교회 옆,37.50043869,127.06622314,6.0,3.0,9.0
ST-808,2325. 대치삼성아파트 앞 교차로,37.4986496,127.05931854,3.0,1.0,4.0
ST-809,2326. 대치동 삼성로,37.50239563,127.05879974,1.0,0.0,1.0
ST-810,2327. 뱅뱅사거리 랜드마크타워 앞,37.49055099,127.03146362,1.0,6.0,7.0
ST-811,2328. 르네상스 호텔 사거리 역삼지하보도 7번출구 앞,37.50321198,127.04273224,3.0,0.0,3.0
ST-812,2329. 르네상스호텔사거리 역삼지하보도 2번출구,37.50235748,127.04319,0.0,0.0,0.0
ST-813,2330. 역삼월드메르디앙아파트 앞,37.49219894,127.03945923,10.0,3.0,13.0
ST-814,2331. 동영문화센터앞,37.49805069,127.04460144,0.0,0.0,0.0
ST-815,2332. 선릉역3번출구,37.50400925,127.0490799,2.0,0.0,2.0
ST-816,2333. 양재역 3번출구 주변,37.48515701,127.03407288,0.0,0.0,0.0
ST-817,2334. 삼호아파트 2동 ( 간선도로),37.49375916,127.04589844,1.0,0.0,1.0
ST-818,2335. 3호선 매봉역 3번출구앞,37.48676682,127.04676056,17.0,8.0,25.0
ST-819,2336. 강남세브란스교차로  래미안그레이튼 104동 앞,37.49423599,127.04746246,1.0,0.0,1.0
ST-782,2337. 대모산입구역 2번출구 앞,37.49207687,127.07197571,9.0,1.0,10.0
ST-820,2339. 현대아파트 정문 앞,37.48326111,127.0522995,0.0,4.0,4.0
ST-821,2340. 삼호물산버스정류장(23370) 옆,37.47750854,127.04517365,33.0,9.0,42.0
ST-822,2341. 일원역 4~5번 출구 사이,37.4833107,127.08493805,14.0,2.0,16.0
ST-823,2342. 대청역 1번출구  뒤,37.49400711,127.07951355,5.0,1.0,6.0
ST-778,2343. 세곡사거리 대왕파출소 앞,37.46531677,127.10772705,1.0,3.0,4.0
ST-779,2344. 리엔파크 2단지 앞,37.46506119,127.10119629,13.0,1.0,14.0
ST-961,2347. 두산건설 본사,37.51863861,127.03540039,0.0,0.0,0.0
ST-797,2348. 포스코사거리(기업은행),37.50723267,127.05685425,11.0,1.0,12.0
ST-959,2349. 역삼빌딩 앞(하나은행 옆),37.50154495,127.03856659,1.0,0.0,1.0
ST-960,2350. 래미안그레이튼102동앞,37.49482346,127.04790497,0.0,1.0,1.0
ST-937,2351. 청소년수련관(수영장)앞,37.48387909,127.0890274,1.0,0.0,1.0
ST-962,2352. 서울본부세관(건설회관 앞),37.51758957,127.03502655,1.0,0.0,1.0
ST-963,2353. 강남구청역 2번출구 뒤,37.51681137,127.04047394,0.0,0.0,0.0
ST-953,2354. 청담역 2번출구,37.51978683,127.0567627,1.0,0.0,1.0
ST-954,2356. 강남구청,37.51807022,127.04711914,0.0,0.0,0.0
ST-966,2357. 르네상스호텔사거리 역삼지하보도 3번출구 앞 (더 오번 빌딩 명동칼국수 앞),37.50194931,127.04277039,0.0,0.0,0.0
ST-957,2358. 구룡초사거리 (현대아파트10동 앞 ),37.48138428,127.05391693,7.0,6.0,13.0
ST-958,"2359. 국립국악중,고교 정문 맞은편",37.47560501,127.05037689,7.0,0.0,7.0
ST-956,2360. 도곡1동 주민센터 교차로,37.4928093,127.04138947,6.0,3.0,9.0
ST-1171,2362. 신사동 가로수길 입구,37.51763535,127.02245331,3.0,0.0,3.0
ST-1172,2363. 강남 을지병원 교차로,37.51913834,127.02751923,2.0,0.0,2.0
ST-1173,2364. 도산공원교차로,37.52124023,127.0318985,4.0,7.0,11.0
ST-1174,2365. K+ 타워 앞,37.52330017,127.03847504,1.0,0.0,1.0
ST-1177,2368. 도곡동 경남아파트 건너편,37.48934174,127.04129791,15.0,1.0,16.0
ST-1178,2369. KT선릉타워,37.50542831,127.0528717,2.0,1.0,3.0
ST-1179,2370. 한티역 3번출구,37.49655151,127.0542984,1.0,0.0,1.0
ST-1180,2371. 한국우편사업진흥원,37.51474762,127.03513336,1.0,0.0,1.0
ST-1181,2372. 대치역 사거리,37.49449921,127.063797,13.0,2.0,15.0
ST-1182,2373. 개포동역 사거리,37.48927689,127.06557465,0.0,7.0,7.0
ST-1184,2375. 수서역 1번출구 앞,37.48735046,127.10099792,5.0,1.0,6.0
ST-1185,2376. 수서역 6번출구 앞,37.48677826,127.10051727,2.0,0.0,2.0
ST-1186,2377. 수서역 5번출구,37.48735046,127.10232544,32.0,0.0,32.0
ST-1245,2380. 삼성동베이직하우스앞,37.51169586,127.04934692,0.0,2.0,2.0
ST-1246,2381. 언주역 6번출구앞,37.50636673,127.03452301,2.0,0.0,2.0
ST-1247,2382. 역삼동 sk뷰 501동앞,37.50122833,127.05036163,3.0,1.0,4.0
ST-1248,2383. 보금자리정원,37.46632767,127.09488678,5.0,1.0,6.0
ST-1364,2384. 자곡사거리,37.47602844,127.10594177,4.0,4.0,8.0
ST-1365,2385. 학동역,37.51395035,127.03015137,0.0,0.0,0.0
ST-1366,2386. 크린랩 본사,37.50958633,127.04090881,3.0,0.0,3.0
ST-1407,2387. 래미안강남힐즈 사거리,37.47245407,127.09607697,9.0,1.0,10.0
ST-1433,2388. 강남구 도시관리공단,37.51678467,127.05161285,1.0,0.0,1.0
ST-1559,2389. 경기여자고등학교 후문 (삼성로3길 입구),37.48616028,127.06723785,4.0,6.0,10.0
ST-1560,2390. 구룡마을 입구 (래미안블레스티지 아파트),37.48088074,127.06304169,8.0,0.0,8.0
ST-1561,2391. 구룡터널 입구(개포1단지아파트),37.47598648,127.05962372,0.0,0.0,0.0
ST-1562,2392. 구룡산 입구 (구룡산 서울둘레길 입구),37.47447205,127.05545044,2.0,0.0,2.0
ST-1563,2393. 구룡사 앞 교차로 (보도육교),37.47200012,127.0513382,1.0,0.0,1.0
ST-1564,2394. 개포래미안포레스트아파트 107동 앞,37.48025131,127.05419159,11.0,4.0,15.0
ST-1565,2395. 개포1단지아파트 입구 (보도육교),37.47929001,127.05573273,2.0,0.0,2.0
ST-1566,2396. 영동3교 북단(우성캐릭터 앞 보도),37.48574066,127.05104828,1.0,7.0,8.0
ST-1568,2398. 더라움,37.50811005,127.0394516,1.0,0.0,1.0
ST-1571,2401. 밀알학교 입구 (삼성서울병원 입구),37.48656082,127.08267212,0.0,0.0,0.0
ST-1573,2403. 공무원연금매점 교차로 (개포주공9단지 입구),37.48871994,127.07453918,9.0,0.0,9.0
ST-1574,2404. 대모산입구역 4번 출구 앞,37.49180984,127.07315826,10.0,4.0,14.0
ST-1575,2405. 청담공원앞 교차로,37.51871109,127.05084991,12.0,1.0,13.0
ST-1576,2406. 논현동 광명빌딩 앞,37.5175705,127.02364349,1.0,0.0,1.0
ST-1577,2407. 역삼.서초.삼성 세무서 앞 (역삼빌딩 앞),37.49847031,127.03011322,5.0,1.0,6.0
ST-1578,2408. 강남한양수자인아파트,37.4773407,127.11327362,8.0,1.0,9.0
ST-1679,2409. 역삼동 디오슈페리움 (우성아파트 사거리),37.49206161,127.03074646,5.0,3.0,8.0
ST-1680,2410. 포스코피앤에스타워 (역삼역 3번출구 부근),37.49959946,127.03375244,4.0,0.0,4.0
ST-1703,2411. 세곡동 성당,37.47296906,127.11222839,19.0,1.0,20.0
ST-1704,2412. 일원1동 주민센터,37.49170303,127.08822632,21.0,4.0,25.0
ST-1879,2413.도곡역 1번 출구,37.49095917,127.05498505,3.0,7.0,10.0
ST-1880,2414. 도곡역 아카데미스위트 앞,37.48897171,127.05182648,0.0,4.0,4.0
ST-1881,2415.한티역 롯데백화점 앞,37.49667358,127.05342865,2.0,0.0,2.0
ST-1882,2416.한티역 6번 출구,37.4958992,127.05219269,0.0,1.0,1.0
ST-1883,2417.선정릉 디캠프(D.CAMP)앞,37.50799942,127.04524994,0.0,0.0,0.0
ST-1884,2418.봉은사역 7번 출구 ,37.51393509,127.05982208,3.0,0.0,3.0
ST-1885,"2419.봉은사역 1,2번 출구 ",37.51430893,127.05970001,2.0,0.0,2.0
ST-1886,2420.학여울역 사거리(LG베스트샵 앞),37.49689484,127.07013702,23.0,8.0,31.0
ST-1887,2421. 신논현역 4번출구,37.504673,127.02579498,3.0,2.0,5.0
ST-1888,2422.수서동 성당 맞은편,37.48416901,127.09484863,5.0,0.0,5.0
ST-1889,2423.영희초교 사거리(래미안개포루체하임),37.4908371,127.08065033,5.0,1.0,6.0
ST-1891,2425.세곡동 사거리(대왕초등학교 정류장),37.46461868,127.10684967,0.0,0.0,0.0
ST-1892,2426.강남한신휴플러스 6단지,37.46829605,127.10469818,6.0,3.0,9.0
ST-1893,2427.개포고등학교 정문앞,37.48485184,127.0583725,8.0,4.0,12.0
ST-1894,2428.롯데리아 개포점앞,37.48236847,127.06118774,1.0,0.0,1.0
ST-1895,2429.압구정로데오역 6번출구,37.52745438,127.04042816,0.0,0.0,0.0
ST-1896,2430.강남파이낸스센터앞(역삼역2번출구),37.50024414,127.03605652,0.0,0.0,0.0
ST-1897,2431.대치역 7번출구,37.49411774,127.06290436,8.0,6.0,14.0
ST-1552,2501. 서초 포레스타5단지,37.45066071,127.05706024,1.0,4.0,5.0
ST-1553,2502. 서초역1번출구 앞,37.49195099,127.00855255,1.0,0.0,1.0
ST-1554,2503. 반포1동 서초빌딩 앞,37.50381088,127.0213623,0.0,8.0,8.0
ST-1555,2504. 신사역 4번출구 뒤,37.51588058,127.01930237,8.0,1.0,9.0
ST-1556,2505. 우성아파트사거리 (기업은행앞),37.49325943,127.02953339,5.0,2.0,7.0
ST-1557,2506. LG유플러스 (방배사옥),37.47909164,126.99067688,6.0,5.0,11.0
ST-1654,2508. 양재이스타빌 앞,37.48297882,127.04225922,13.0,11.0,24.0
ST-1655,2509. 심산기념문화센터,37.49836349,126.9911499,9.0,1.0,10.0
ST-1735,2510. JW타워,37.48303986,127.02146149,2.0,0.0,2.0
ST-1739,2511. 이수역 6번출구 앞,37.48366165,126.98232269,4.0,1.0,5.0
ST-1899,2514.사평역 2번출구,37.50364304,127.01602173,1.0,0.0,1.0
ST-1900,2515.서초초등학교 후문,37.49892807,127.02472687,7.0,3.0,10.0
ST-1901,2516.본마을 노인복지센터 앞,37.45441818,127.052742,5.0,9.0,14.0
ST-1902,2517. 서초그랑자이 앞,37.48768234,127.0247879,10.0,10.0,20.0
ST-1903,2518. 서초동 현대아파트 앞,37.48731613,127.02489471,10.0,5.0,15.0
ST-1904,2519.서초2교(사임당로 방면),37.49100876,127.02352142,2.0,4.0,6.0
ST-1905,2520.서초1교 (진흥아파트 방면),37.49619293,127.02101135,0.0,5.0,5.0
ST-1906,2521.서초 크로바타워 앞,37.49556351,127.0191803,0.0,6.0,6.0
ST-1908,2523.뉴코아 킴스클럽 앞,37.51019287,127.00725555,10.0,11.0,21.0
ST-1909,2524.반포쇼핑타운 8동 앞,37.50735092,127.00801849,6.0,5.0,11.0
ST-1910,2525.반포쇼핑타운 2동 앞,37.5056076,127.00215912,14.0,3.0,17.0
ST-1912,2527.반포중학교 앞(세화여고 맞은편),37.50296021,126.99359894,8.0,3.0,11.0
ST-1913,2528.함지박 사거리,37.4937706,126.99006653,3.0,0.0,3.0
ST-1914,2529.우리은행 방배동지점 앞,37.48991776,126.99208069,12.0,4.0,16.0
ST-1915,2530.삼호3차아파트 앞,37.4977951,126.98706818,11.0,7.0,18.0
ST-1916,2531.멤피스아파트 앞,37.49420547,126.98935699,2.0,3.0,5.0
ST-1917,2532.국립국악원 앞,37.47820282,127.00878143,0.0,0.0,0.0
ST-1918,2533.한가람미술관 앞,37.48087692,127.01452637,0.0,0.0,0.0
ST-1920,2535.신반포역 3번출구 뒤,37.50362396,126.99732208,5.0,4.0,9.0
ST-1921,2536.서초종합체육관 입구,37.45899582,127.0413208,3.0,1.0,4.0
ST-1922,2537.양재역 8번출구 앞,37.48257065,127.03643799,0.0,0.0,0.0
ST-1923,2538.사평리근린공원,37.52026749,127.01525116,0.0,4.0,4.0
ST-2404,2539.대한무역투자진흥공사 KOTRA 앞,37.46540833,127.04377747,10.0,2.0,12.0
ST-1924,2540.반포천 앞,37.49905014,126.99625397,6.0,6.0,12.0
ST-1925,2541.옛골 입구,37.43097687,127.07033539,2.0,0.0,2.0
ST-1926,2542.신논현타워 앞,37.50508881,127.02391052,2.0,4.0,6.0
ST-1929,2545.국립중앙도서관(국제회의장옆),37.49721146,127.00427246,6.0,0.0,6.0
ST-2414,2547. 반포래미안 리오센트,37.51832199,127.01480865,16.0,2.0,18.0
ST-2415,2548.반포1동 자율방범초소 옆,37.50847626,127.01676178,4.0,4.0,8.0
ST-2416,2549.LH 서초 4단지 403동,37.45924759,127.02390289,9.0,0.0,9.0
ST-2417,2550.양재동 꽃시장 건너편,37.46738434,127.04145813,2.0,0.0,2.0
ST-1590,2601. 석촌호수 아뜰리에,37.5067482,127.09883118,14.0,2.0,16.0
ST-1592,2603. 송파 글마루 도서관,37.48095322,127.13010406,9.0,0.0,9.0
ST-1627,2604. 풍납토성 서성벽터A,37.53131104,127.11128235,14.0,1.0,15.0
ST-1656,2605. 복정역 1번 출구 앞,37.47129822,127.12709045,14.0,0.0,14.0
ST-1657,2606. 위례동주민센터 맞은편 근린공원,37.48173904,127.14322662,0.0,2.0,2.0
ST-1681,2608. 송파구청,37.5150528,127.10626984,13.0,0.0,13.0
ST-1682,2609. 보성중고등학교 후문 앞,37.52048874,127.1352005,1.0,0.0,1.0
ST-1684,2611. 송파지역자활센터 뒤,37.53641891,127.11616516,33.0,4.0,37.0
ST-1685,2612. 문정·가락 대여소 앞,37.48871994,127.10982513,1.0,0.0,1.0
ST-1705,2613. 잠실나들목,37.51678085,127.09049225,2.0,0.0,2.0
ST-1706,2614. 가락고등학교 앞,37.50186157,127.11723328,0.0,0.0,0.0
ST-1707,2615. 테라타워2,37.48834991,127.12078094,5.0,1.0,6.0
ST-1716,2616. 거여동 사거리,37.49704742,127.14035034,0.0,0.0,0.0
ST-1717,2617. 가락삼환아파트 앞,37.49618149,127.13803101,1.0,0.0,1.0
ST-1728,2618. 삼전역 1번출구,37.50471115,127.08756256,3.0,1.0,4.0
ST-1729,2619. 석촌고분역 4번출구,37.50233841,127.09644318,11.0,3.0,14.0
ST-1730,2620. 송파나루역 4번 출구옆,37.50997925,127.11231232,2.0,5.0,7.0
ST-1719,2621. 한성백제역 2번 출구,37.51665878,127.11625671,1.0,1.0,2.0
ST-1720,2622. 올림픽공원역 3번출구,37.51625824,127.13059235,16.0,2.0,18.0
ST-1851,2623.석촌동 주민센터,37.50362396,127.10355377,27.0,1.0,28.0
ST-1852,2625.가락종합 사회복지관,37.4955368,127.10720062,8.0,3.0,11.0
ST-1853,"2626.경찰병원역 1,2번 출구 사이",37.49569321,127.12385559,0.0,0.0,0.0
ST-1854,2627.문정시영아파트 5동 앞 공원,37.4911232,127.13510895,0.0,0.0,0.0
ST-1855,2628.문정역 1번출구,37.48669815,127.12244415,5.0,1.0,6.0
ST-1857,2630.서울방이동 고분군,37.50786591,127.11698914,2.0,0.0,2.0
ST-1858,2631.배명고등학교,37.49741364,127.09630585,16.0,2.0,18.0
ST-1859,2632.석촌고분역 2번 출구,37.50264359,127.09739685,31.0,2.0,33.0
ST-1860,2633.송파학사 옆,37.47817993,127.14710236,1.0,0.0,1.0
ST-1861,2634.위례포레샤인아파트 2318동,37.477211,127.13717651,8.0,2.0,10.0
ST-1862,2635.잠실새내역 1번출구,37.51129532,127.08673859,9.0,0.0,9.0
ST-1864,2637. 아시아지하보도 14번 출구,37.51146317,127.07881165,2.0,0.0,2.0
ST-1866,2639.석촌역 8번출구,37.50550461,127.10657501,7.0,1.0,8.0
ST-1793,2641.송파역 4번출구,37.50004959,127.11151123,11.0,2.0,13.0
ST-1794,2642.마천동 성내천 쉼터,37.50149536,127.14778137,12.0,1.0,13.0
ST-1795,2643.풍납중학교 측면,37.52515793,127.11694336,0.0,0.0,0.0
ST-1796,2644. 성내5교,37.50166702,127.13774109,19.0,9.0,28.0
